Date:08/23/25,,MURUGAN STORES WHOLESALE SUPERMARKET,,,,,
Fast-moving Stock Report from 08/23/24 to 08/23/25,,,,,,,
S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Vendor Name
13889,44085,PRESTIGE P.COOKER 4.0L,1,1825.00,305.61,16.75,MALA ASSOCIATES PVT LID
13890,39301,PRESTIGE POPULAR 2.0L COOKER,1,1273.00,179.60,14.11,MALA ASSOCIATES PVT LID
13891,22767,WHITE TAPE,1,15.00,6.25,41.67,STAR STATIONERIES
13892,39316,PRESTIGE RICE COOKER 1.0,1,2389.00,400.04,16.75,MALA ASSOCIATES PVT LID
13893,39315,PRESTIGE RICE COOKER 1.8,1,2659.00,449.80,16.92,MALA ASSOCIATES PVT LID
13894,19589,PRESTIGE ROUND BASE KADAI 200MM,1,1080.00,130.00,12.04,BAJAR ITEM
13895,65524,PRESTIGE SAUCE PAN 4.25LIT,1,1636.00,327.20,20.00,MALA ASSOCIATES PVT LID
13896,58684,LAKME 9TO 5 NIGHT CREAM-50GMS,1,383.04,33.04,8.63,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
13897,65523,PRESTIGE SQUARE GRILL PAN 25CM,1,1088.00,217.61,20.00,MALA ASSOCIATES PVT LID
13898,54524,LAILA BEDSHEET,1,348.00,128.00,36.78,NOVELTY GIFT PALACE
13899,64720,PRESTIGE TRIPLY FRYPAN 24CM,1,1898.00,380.50,20.05,MALA ASSOCIATES PVT LID
13900,47695,PRESTIGE1.5LL POLPULAR ALUMINIUM,1,1175.00,195.56,16.64,MALA ASSOCIATES PVT LID
13901,47697,PRESTIGE7.5L ALUMINUM,1,2538.00,423.26,16.68,MALA ASSOCIATES PVT LID
13902,62182,PRI NEXA COLLEGE BAG,1,639.00,214.80,33.62,HEFFTY ENTERPRISE
13903,54179,PRIME PLAIN 30*60 TOWEL,1,321.30,107.10,33.33,RB TEX
13904,64836,LADER LUNCH BOX 1,1,89.00,28.70,32.25,NARENDRA MARKETING
13905,30673,LACTO CLAMINE KAOLIN CLAY,1,249.60,41.60,16.67,AURO MIRA MEDI AIDS
13906,17941,LACTO CALAMINE OIL BALANCE KAOLIN-60MLT,1,158.40,26.40,16.67,AURO MIRA MEDI AIDS
13907,24634,LACTO CALAMINE OIL BALANCE 30ML,1,81.60,13.60,16.67,AURO MIRA MEDI AIDS
13908,57972,ALU HANDI NO.18,1,382.00,109.19,28.58,BAJAR ITEM
13909,1477,L.O.G ASAFOETIDA CAKE -25GMS,1,19.00,2.50,13.16,SRI ABIRAMI AGENCIES
13910,6573,KWALITY CHOCO FLAKES -100GMS,1,45.00,1.51,3.36,DHAKSHAN TRADERS
13911,56679,PRINTED 22*44 TOWEL,1,244.12,81.37,33.33,RB TEX
13912,W10749,KUMCHA RICE PLATE,1,126.91,36.26,28.57,ANTONY STEEL HOUSE
13913,66863,KUMBAKONAM TEA 250GM ULTA RICH,1,184.30,13.67,7.42,KUMBAKONAM IYER COFFEE
13914,25007,PRINTED TABLE COVER 292,1,292.00,92.00,31.51,BAJAR ITEM
13915,65406,PRIORITY BLOCKBUSTER COLLEGE BAG,1,1098.00,369.30,33.63,HEFFTY ENTERPRISE
13916,65407,PRIORITY CLASSY COLLEGE BAG,1,576.44,192.15,33.33,HEFFTY ENTERPRISE
13917,65392,PRIORITY EPIC19 COLLEGE BAG,1,995.40,331.80,33.33,HEFFTY ENTERPRISE
13918,65403,PRIORITY FABULOUS COLLEGE BAG,1,859.93,286.64,33.33,HEFFTY ENTERPRISE
13919,65404,PRIORITY FAME  COLLEGE BAG,1,1074.16,358.05,33.33,HEFFTY ENTERPRISE
13920,65397,PRIORITY MINION  SCHOOL BAG,1,598.00,194.81,32.58,HEFFTY ENTERPRISE
13921,46385,KULI KADAI NO.12,1,378.00,113.00,29.89,PUPPY PLASTICS
13922,65399,PRIORITY POWER SCHOOL BAG,1,633.15,211.05,33.33,HEFFTY ENTERPRISE
13923,65292,PRISTINO DOUBLE HOCKEY JUMBO,1,138.00,61.00,44.20,SMILE INDIA
13924,46387,KULI KADAI NO.10,1,292.00,87.00,29.79,PUPPY PLASTICS
13925,16308,KULAMBU KARANDI  NO 4,1,57.00,9.00,15.79,MURUGAN STORES
13926,57967,ALU HANDI NO.12,1,168.00,48.72,29.00,BAJAR ITEM
13927,60596,PRITHVI 041 ZIGY 80CM,1,117.00,35.25,30.13,SELVAM AGENCIES
13928,60609,PRITHVI 041 ZIGY 85CM,1,117.00,35.49,30.33,SELVAM AGENCIES
13929,60611,PRITHVI BC-004 85CM,1,139.50,42.49,30.46,SELVAM AGENCIES
13930,60618,PRITHVI SOFTY -047 95CM,1,261.90,87.82,33.53,SELVAM AGENCIES
13931,50364,PRIYA MIRROR DABBA NO.14,1,458.00,118.00,25.76,RAMDEV STEEL CENTRE
13932,7980,KRISHNA VATHAL KULAMBU MIX-100GMS,1,58.70,15.28,26.03,KRISHNA BHAVAN FOODS AND SWEETS
13933,63410,ALU FUNNEL NO.4,1,50.40,16.80,33.33,PARAMESHWARAN
13934,66006,PRO V CHIA SEED -100GMS,1,69.00,22.80,33.04,RANUJA ENTERPRISES
13935,22053,PROCLEAN CITRUS 200ML,1,33.60,3.37,10.03,IRAIVI ENTERPRISES
13936,1019,WHITE TONE FACE CREAM -50GMS,1,134.40,14.40,10.71,SANGESHWARA ENTREPRISES
13937,51776,KRISHNA SINGLE BEDSHEET,1,229.00,76.75,33.52,RB TEX
13938,51775,KRISHNA SET SILKY SET,1,458.00,153.50,33.52,RB TEX
13939,13011,PROTINEX CHOCOLATE FLAV-400GMS,1,648.00,55.89,8.63,T.J.MARKETING
13940,21824,PROTINEX DIABETES CARE 200G,1,393.60,33.96,8.63,T.J.MARKETING
13941,23236,PROTINEX DIABETES CARE 400GM,1,729.60,62.96,8.63,T.J.MARKETING
13942,13009,PROTINEX ORIGINAL-400GMS,1,720.00,62.11,8.63,T.J.MARKETING
13943,38099,PROTRACTOR 180',1,5.40,2.10,38.89,STAR STATIONERIES
13944,20058,PROUD EXAM PAD.,1,95.00,33.00,34.74,STAR STATIONERIES
13945,21628,PROV  ROASTED & SALTED 250G,1,365.00,88.85,24.34,RANUJA ENTERPRISES
13946,52557,PRRBA KHOMSA NO.9,1,47.14,13.47,28.57,SUNSHINE STEELS
13947,52905,PSR SUNNAMBU 80GM,1,13.50,3.00,22.22,RSM POOJA ITEMS
13948,31852,PSYLLIUM HUSK  100G,1,195.00,29.62,15.19,KAY TEA ENTERPRISES
13949,17291,KRISHNA PATTANAM PAKKODA MIX-200GMS,1,48.00,12.01,25.02,KRISHNA BHAVAN FOODS AND SWEETS
13950,7988,KRISHNA MORKULAMBU MIX-100GMS,1,60.80,16.02,26.35,KRISHNA BHAVAN FOODS AND SWEETS
13951,64417,KRISHNA MILK SHAKE POWDER PISTA-100GRS,1,31.50,7.02,22.29,KRISHNA BHAVAN FOODS AND SWEETS
13952,64416,KRISHNA MILK SHAKE POWDER MANGO-100GRS,1,31.50,7.02,22.29,KRISHNA BHAVAN FOODS AND SWEETS
13953,13102,KRISHNA MILK SHAKE POWDER-100GMS,1,31.50,7.02,22.29,KRISHNA BHAVAN FOODS AND SWEETS
13954,13060,KRISHNA MASALA VADAI MIX,1,71.25,17.25,24.21,KRISHNA BHAVAN FOODS AND SWEETS
13955,64419,KRISHNA KULFI MIX KESAR PISTA-100GRS,1,46.80,10.40,22.22,KRISHNA BHAVAN FOODS AND SWEETS
13956,18894,KRISHNA KESARI MIX-200GMS,1,58.90,14.26,24.21,KRISHNA BHAVAN FOODS AND SWEETS
13957,64422,KRISHNA JELLY CRYSTALS RAWS-100GRS,1,45.00,10.01,22.24,KRISHNA BHAVAN FOODS AND SWEETS
13958,64421,KRISHNA JELLY CRYSTALS-100GRS,1,45.00,10.01,22.24,KRISHNA BHAVAN FOODS AND SWEETS
13959,34322,PUMA CAP,1,148.00,53.50,36.15,SHIV SHAKTHI BELT HOUSE
13960,63407,ALU FUNNEL NO.1,1,25.20,8.40,33.33,PARAMESHWARAN
13961,58901,PUMACUP NO.3,1,52.92,15.12,28.57,JAY TRADERS
13962,64420,KRISHNA ICE CREAM MIX-100GRS,1,31.50,7.02,22.29,KRISHNA BHAVAN FOODS AND SWEETS
13963,38033,PUMICE STONE/68,1,68.00,20.80,30.59,NEW DEV TRADERS
13964,33538,PUMP HAND FOOT BALL 607,1,99.00,37.40,37.78,VENUS SPORTS
13965,18830,KRISHNA GARLIC IDLY CHILLY POWDER-400GMS,1,265.05,69.75,26.32,KRISHNA BHAVAN FOODS AND SWEETS
13966,13049,KRISHNA FENUGREEK POWDER-100GMS,1,45.36,11.76,25.93,KRISHNA BHAVAN FOODS AND SWEETS
13967,13063,KRISHNA FENUGREEK KAZHI MIX,1,75.05,18.17,24.21,KRISHNA BHAVAN FOODS AND SWEETS
13968,8000,KRISHNA DRY GINGER POWDER-100GMS,1,68.40,18.00,26.32,KRISHNA BHAVAN FOODS AND SWEETS
13969,51632,KRISHNA DECORATION NO 3,1,45.00,20.00,44.44,SUN DECORATION CENTRE
13970,28157,KRISHNA CUSTARD POWDER SB-100GMS,1,31.50,7.02,22.29,KRISHNA BHAVAN FOODS AND SWEETS
13971,17492,PURE KARANJA OIL,1,39.00,14.00,35.90,SRI RAGAVENDRA TRADERS
13972,13097,KRISHNA CRUSHED GARLIC POWDER-100GMS,1,72.20,19.02,26.34,KRISHNA BHAVAN FOODS AND SWEETS
13973,55684,KRISHNA COTTON SEED MILK,1,81.70,21.48,26.29,KRISHNA BHAVAN FOODS AND SWEETS
13974,59076,PUREPET KITTEN,1,28.80,4.81,16.70,S.V.S.AGENCY
13975,59077,PUREPET KITTEN/30,1,28.80,4.81,16.70,S.V.S.AGENCY
13976,59072,PUREPET OCEAN FISH,1,287.04,47.83,16.66,S.V.S.AGENCY
13977,57412,PUREX BATHROOM LAV COMBO,1,152.64,41.34,27.08,AURA FMCG INDUSTRIES PVT LTD....
13978,53507,PUREX FLOOR CLEANER 1L,1,120.39,16.09,13.36,AURA FMCG INDUSTRIES PVT LTD....
13979,37562,KOXTON SHUTTLE COCK,1,15.00,6.04,40.27,KAVERI SPORTS
13980,16941,KOTHARI K5087,1,621.00,124.20,20.00,BAJAR ITEM
13981,17562,WILLIAM NICE SCISSORS 10.5CMS,1,49.00,19.00,38.78,MURUGAN STORES
13982,65260,KOMAL GOLD IDLY COOKER 4PLATE,1,998.00,292.40,29.30,SUNSHINE STEELS
13983,62426,KOMAL DABI NO.1,1,132.00,39.04,29.58,SUNSHINE STEELS
13984,59704,ALU BUCKET NO.24,1,658.56,188.16,28.57,SRI NARAYANA METAL INDUSTRIES
13985,57682,KOLUR CALREX C-9,1,138.00,45.96,33.30,DELHI CUTLERY MART
13986,67163,KNORR KOREAN GOCHUJANG SAUCE,1,95.04,4.22,4.44,AMMAN ENTERPRISE
13987,58839,KNORR GREEN CHILLI SAUCE,1,57.60,2.55,4.43,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
13988,66546,KNORR GREEN CHILLI  SAUCE85GM,1,24.00,1.06,4.42,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
13989,45196,KNIT UTILIYT STAND,1,81.00,23.96,29.58,RAJ PLASTICS
13990,63536,KNIFE U-1358,1,169.00,57.49,34.02,EVERYDAY HOUSE ITEMS
13991,67132,KNIFE RS.7,1,7.00,2.52,36.00,PARAMESHWARAN
13992,4617,KNIFE -65RS,1,65.00,25.80,39.69,PARAMESHWARAN
13993,7606,KIWI SHOE BRUSH,1,72.00,6.22,8.64,R.D.S.AGENCY
13994,12008,KIWI SHINE ALL COLOURS 5 ML,1,89.00,8.30,9.33,R.D.S.AGENCY
13995,11980,KIWI INSTANT POLISH BLACK-40MLT,1,76.80,8.80,11.46,BAJAR ITEM
13996,62635,QUAKER WHITE OATS 500GM,1,285.00,66.70,23.40,GRACE FOODS
13997,17234,WILLIAM SCISSORS,1,29.00,11.00,37.93,NEW DEV TRADERS
13998,59703,ALU BUCKET NO.22,1,498.00,136.90,27.49,SRI NARAYANA METAL INDUSTRIES
13999,9512,KIWI DRAIN CLEANER  375 GMS,1,192.00,16.57,8.63,R.D.S.AGENCY
14000,27496,QUBE 5*5,1,425.00,185.00,43.53,BISMI SCHOOL NEEDS
14001,42313,KIWI BLACK LEATHER 75ML,1,118.08,12.08,10.23,BAJAR ITEM
14002,59700,ALU BUCKET NO.16,1,343.39,98.11,28.57,SRI NARAYANA METAL INDUSTRIES
14003,60926,R-LINEX PU 5000 VOLLEYBALL,1,595.00,214.20,36.00,KAVERI SPORTS
14004,39848,R-LINEX ROPE ECO,1,75.00,20.12,26.83,RAJ SPORTS
14005,59019,R-LINEX SHUTTLE COCK-350,1,65.00,23.00,35.38,KAVERI SPORTS
14006,44233,R-LINEX SHUTTLE COCK-400,1,18.00,9.60,53.33,RAJ SPORTS
14007,41393,R-LINEX VOLLYBALL SUPER,1,545.00,203.40,37.32,KAVERI SPORTS
14008,62503,R LINEX CARBON X 2000 SHUTTLE BAT,1,1289.00,432.20,33.53,KAVERI SPORTS
14009,59495,KIVA 67MM LOCK,1,228.00,103.00,45.18,BAJAR ITEM
14010,38843,RABBIT TOY,1,445.00,195.00,43.82,BAJAR ITEM
14011,47436,RACK SHEET U-516,1,89.00,30.59,34.37,EVERYDAY HOUSE ITEMS
14012,55102,KITTY SOAP BOX,1,45.00,15.00,33.33,ROYAL MARKETING
14013,31116,KITCHEN WALL STICKER SMALL,1,80.00,26.90,33.63,EVERYDAY HOUSE ITEMS
14014,42408,RADION STAR SMALL,1,12.00,4.92,41.00,BISMI SCHOOL NEEDS
14015,65909,RADIUS BIG PENCIL BOX,1,115.00,34.04,29.60,RAJ PLASTICS
14016,63786,RADIUS SMALL PENCIL BOX,1,79.00,22.88,28.96,RAJ PLASTICS
14017,65164,KITCHEN TOWEL MEDIUM,1,35.00,15.31,43.74,BAKKIYAM TEXTAILS
14018,59543,RAGI BROKEN 500GM,1,46.32,9.57,20.66,SRI VINAYAGA AGENCIES
14019,65279,KITCHEN TOOLS/45,1,45.00,17.00,37.78,BAJAR ITEM
14020,54188,RAHUL 30*60 TOWEL,1,158.00,53.00,33.54,RB TEX
14021,47878,RAIKA OVAL BOX NO.1,1,298.00,90.80,30.47,RAMDEV STEEL CENTRE
14022,47875,RAIKA SQ BOX NO.1,1,275.00,79.00,28.73,RAMDEV STEEL CENTRE
14023,61784,RAIN CAP/105,1,105.00,37.80,36.00,MURUGAN STORES
14024,39766,RAIN COAT ACHIVER,1,560.00,168.00,30.00,SSCH BELT/CAP/SOCKS
14025,50624,RAIN COAT CITIZEN CR006,1,890.40,296.80,33.33,BAJAR ITEM
14026,61352,KITCHEN STICKER U-925,1,136.00,45.73,33.63,EVERYDAY HOUSE ITEMS
14027,38522,RAIN COAT PANTHER,1,790.00,136.65,17.30,BAJAR ITEM
14028,53124,ALU ANNAKUDAI NO.3,1,514.00,147.76,28.75,SUNSHINE STEELS
14029,31833,KITCHEN STAND BLACK NEW 135,1,135.00,34.20,25.33,DURGA AGENCIES
14030,27112,KITCHEN SCISSOR U502,1,199.00,66.25,33.29,EVERYDAY HOUSE ITEMS
14031,56871,RAJ CUTTING JAR NO.1/4,1,82.00,28.24,34.44,B.N METAL CORPORATION
14032,65438,KITCHEN ITEM/890,1,890.00,162.00,18.20,SARAVANA STORE
14033,65451,KITCHEN ITEM/498,1,498.00,106.00,21.29,SARAVANA STORE
14034,63602,KITCHEN DISH RACK BIG-2,1,890.00,299.53,33.66,KARTHEESWARI TRADING CO
14035,66283,RAJ JAR NO.0,1,41.00,13.70,33.41,BAJAR ITEM
14036,18621,KISS ME 60ML,1,190.00,60.00,31.58,GRACE FOODS
14037,33224,KISS ME 100ML SPRAY PINK,1,348.00,106.10,30.49,NEW DEV TRADERS
14038,66595,KINGDOM BED,1,890.00,290.00,32.58,BAJAR ITEM
14039,26859,KIMCHI BOWL NOODLES SOUP,1,158.39,18.14,11.45,SRI BAALAJI AGENCIES
14040,57155,KIDS SOCKS/54,1,54.00,18.16,33.63,SSCH BELT/CAP/SOCKS
14041,46945,KIDS BAG,1,42.00,14.00,33.33,BISMI SCHOOL NEEDS
14042,29474,KHUSHBOO SOAP BOX,1,29.00,9.68,33.38,RAJ PLASTICS
14043,58070,KHADI NATURAL WHITE MUSK SOAP,1,81.00,36.01,44.46,AAROGYA DISTRIBUTORS
14044,65935,WINDOW PENCIL BOX,1,78.57,22.45,28.57,RAJ PLASTICS
14045,53597,KHADI NATURAL KHUS  SOAP,1,81.00,36.01,44.46,AAROGYA DISTRIBUTORS
14046,53595,KHADI NATURAL GREEN TEA SOAP,1,81.00,36.01,44.46,AAROGYA DISTRIBUTORS
14047,36088,RAJNI GOLD MAROON CONE,1,12.00,5.50,45.83,NEW DEV TRADERS
14048,62290,KHADI NATURAL BASIL SOAP,1,81.00,36.01,44.46,AAROGYA DISTRIBUTORS
14049,55230,KHADI NATURAL ALOE VERA SOAP,1,81.00,36.01,44.46,AAROGYA DISTRIBUTORS
14050,53554,KHADI NATURAL  ORANGE SOAP,1,81.00,36.01,44.46,AAROGYA DISTRIBUTORS
14051,63383,KEYHOLDER EMBOSSED,1,142.00,62.00,43.66,BAJAR ITEM
14052,66693,KEYBOARD/980,1,980.00,490.00,50.00,BAJAR ITEM
14053,51395,RAKHI RS 32,1,32.00,14.00,43.75,PRAKASH BAFNA
14054,23376,KEYA THYME,1,133.44,22.24,16.67,SRI ANNAPOORANI AGENCIES
14055,15083,KEYA SRILANKAN CINNAMON DALCHINI POWDER-50GMS,1,191.04,31.84,16.67,SRI ANNAPOORANI AGENCIES
14056,37212,RAKHI/50,1,50.00,25.00,50.00,BAJAR ITEM
14057,15057,KEYA OREGANO SEASONING-50GMS,1,133.44,22.24,16.67,SRI ANNAPOORANI AGENCIES
14058,64019,RAMDEV 18G KADAI NO.14,1,698.00,194.00,27.79,RAMDEV STEEL CENTRE
14059,58119,RAMDEV CARRIER 6*3,1,232.06,66.30,28.57,RAMDEV STEEL CENTRE
14060,15063,KEYA MIXED HERBS-20GMS,1,133.44,22.24,16.67,SRI ANNAPOORANI AGENCIES
14061,58121,RAMDEV COIL TEPAR FOOD PACK 8,1,185.02,52.86,28.57,RAMDEV STEEL CENTRE
14062,45488,RAMDEV GANJ PLAIN NO.2,1,169.34,48.38,28.57,RAMDEV STEEL CENTRE
14063,45540,RAMDEV HADAK PL NO.3,1,138.00,39.89,28.91,RAMDEV STEEL CENTRE
14064,45542,RAMDEV HADAK PL NO.5,1,195.00,56.01,28.72,RAMDEV STEEL CENTRE
14065,64027,RAMDEV KUMSA NO.10,1,172.00,49.92,29.02,RAMDEV STEEL CENTRE
14066,45481,RAMDEV MYSORE HANDI NO.11,1,248.00,70.95,28.61,RAMDEV STEEL CENTRE
14067,58107,RAMDEV MYSORE PLN TOP 4,1,222.66,63.62,28.57,RAMDEV STEEL CENTRE
14068,58108,RAMDEV MYSORE PLN TOP 5,1,261.62,74.75,28.57,RAMDEV STEEL CENTRE
14069,58100,RAMDEV MYSORE TOP 2,1,165.90,47.40,28.57,RAMDEV STEEL CENTRE
14070,45462,RAMDEV PLAIN TOP NO.12,1,256.00,73.10,28.55,RAMDEV STEEL CENTRE
14071,45459,RAMDEV PLAIN TOP NO.9,1,151.00,43.65,28.91,RAMDEV STEEL CENTRE
14072,45446,RAMDEV PRINT TOP NO.12,1,329.00,98.28,29.87,RAMDEV STEEL CENTRE
14073,53489,RAMDEV RAIKA LUNCH BOX NO.2,1,196.00,56.00,28.57,RAMDEV STEEL CENTRE
14074,53491,RAMDEV RAIKA LUNCH BOX NO.4,1,259.00,74.20,28.65,RAMDEV STEEL CENTRE
14075,49594,RAMDEV RAVANA CHETTY NO.3,1,165.00,48.52,29.41,RAMDEV STEEL CENTRE
14076,50376,RAMDEV SAFARI DABBA NO.3,1,451.58,129.02,28.57,RAMDEV STEEL CENTRE
14077,45518,RAMDEV SMALL BOX NO.2,1,72.00,21.60,30.00,RAMDEV STEEL CENTRE
14078,58137,RAMDEV SQ LUNCH BOX D/D NO 2,1,196.00,56.00,28.57,RAMDEV STEEL CENTRE
14079,58138,RAMDEV SQ LUNCH BOX D/D NO 3,1,227.36,64.96,28.57,RAMDEV STEEL CENTRE
14080,49583,RAMDEV TEPAR HANDI NO.5,1,185.02,52.86,28.57,RAMDEV STEEL CENTRE
14081,66979,RAMDEV TRIPLY KADAI SIZE.18,1,682.08,194.88,28.57,RAMDEV STEEL CENTRE
14082,66980,RAMDEV TRIPLY KADAI SIZE.20,1,798.11,228.03,28.57,RAMDEV STEEL CENTRE
14083,66981,RAMDEV TRIPLY KADAI SIZE.22,1,922.00,263.44,28.57,RAMDEV STEEL CENTRE
14084,22300,WINDOW SCREEN RS 195,1,195.00,70.00,35.90,MURUGAN STORES
14085,56234,ALTRO DOSAI KARANDI SS NO6,1,78.00,24.24,31.08,SARAVANA STORE
14086,15069,KEYA KASHMIRI PAPRIKA POWDER-55GMS,1,152.64,25.44,16.67,SRI ANNAPOORANI AGENCIES
14087,49523,RANGEELA MOULDING DOUGH 4 TOOLS,1,103.60,11.60,11.20,EK OM TRADERS
14088,15064,KEYA ITALIAN SEASONING-35GMS,1,133.44,22.24,16.67,SRI ANNAPOORANI AGENCIES
14089,15075,KEYA GINGER POWDER-40GMS,1,104.64,17.44,16.67,SRI ANNAPOORANI AGENCIES
14090,15074,KEYA GINGER GARLIC POWDER-50GMS,1,95.04,15.84,16.67,SRI ANNAPOORANI AGENCIES
14091,27328,RANGOLI PLATE N5,1,206.99,58.03,28.04,RANJAN SS
14092,40774,RANI GOLD CHAIN/340,1,340.00,140.00,41.18,R.C ESTIMATE
14093,40782,RANI GOLD CHAIN/370,1,370.00,150.00,40.54,SRI MATAJI ENTERPRISE
14094,37351,KEYA GARLIC GRANULES 55G,1,95.04,10.89,11.46,SRI ANNAPOORANI AGENCIES
14095,37920,RANI SLATE SMALL,1,39.00,12.00,30.77,MAYUR STATIONERS
14096,60711,RANIPAL 240GM,1,124.80,20.80,16.67,EK OM TRADERS
14097,W51428,RAPID PEELAR,1,98.00,33.10,33.78,PARAMESHWARAN
14098,23369,KEYA CHINESE SEASONING,1,143.04,23.84,16.67,SRI ANNAPOORANI AGENCIES
14099,63206,RASHMI HIGH PRESSURE ADAPTOR,1,210.00,70.00,33.33,RADHA MARKETING
14100,64450,KEYA CHILLI VINEGAR,1,52.80,7.79,14.75,SRI ANNAPOORANI AGENCIES
14101,66412,RAT CAGE BIG,1,375.00,128.60,34.29,P.R.T.&CO
14102,23375,KEYA CHAAT MASALA,1,72.00,12.00,16.67,SRI ANNAPOORANI AGENCIES
14103,15091,KEYA CARDAMOM SEED POWDER-50GMS,1,383.04,63.84,16.67,SRI ANNAPOORANI AGENCIES
14104,23378,KEYA BLACK SALT GRINDER,1,104.64,17.44,16.67,SRI ANNAPOORANI AGENCIES
14105,37352,KEYA BLACK SALT 200G,1,48.00,8.00,16.67,SRI ANNAPOORANI AGENCIES
14106,64012,RC IB KADAI NO.12,1,509.60,145.60,28.57,RAMDEV STEEL CENTRE
14107,42483,RC MILI ROUND NO.3,1,177.81,50.80,28.57,VISTARA INDUSTRIES PVT
14108,42498,RC PRINT BOX NO.11,1,194.94,55.70,28.57,VISTARA INDUSTRIES PVT
14109,61253,KEYA BLACK PEPPER POWDER,1,95.04,15.04,15.82,SRI ANNAPOORANI AGENCIES
14110,43910,WINDOW WIPER U-836,1,64.00,21.52,33.63,EVERYDAY HOUSE ITEMS
14111,64011,RCIB KADAI NO.11,1,498.00,143.54,28.82,RAMDEV STEEL CENTRE
14112,20929,WINE GLASS LARGE,1,108.00,39.16,36.26,KONICA MARKETING
14113,23374,KEYA BLACK PEPPER GRINDER,1,181.44,30.24,16.67,SRI ANNAPOORANI AGENCIES
14114,61527,RD CHINA PLATE.6,1,320.00,91.52,28.60,RANJAN SS
14115,51132,RD MARLBORO BOX MED,1,199.00,55.64,27.96,RAMDEV STEEL CENTRE
14116,51131,RD MARLBORO BOX SMALL,1,120.43,34.41,28.57,RAMDEV STEEL CENTRE
14117,41794,KEY CHAIN RS.80,1,80.00,35.00,43.75,BISMI SCHOOL NEEDS
14118,6886,RDM CARROM POWDER-84GMS,1,28.00,11.75,41.96,BAJAR ITEM
14119,58187,KEY CHAIN RS.70,1,70.00,30.80,44.00,BAJAR ITEM
14120,58852,RDM CARROM POWDER -6GMS,1,11.50,3.66,31.83,VENUS SPORTS
14121,W11512,RDM FOOTBALLNO3,1,315.00,65.00,20.63,JAI MAHADEV SPORTS
14122,58241,READYWARE LUNCH BAG/175,1,175.00,57.40,32.80,VANI MARKETING
14123,58242,READYWARE LUNCH BAG/252,1,252.00,84.00,33.33,VANI MARKETING
14124,58238,READYWARE LUNCH BAG/285,1,285.00,94.60,33.19,VANI MARKETING
14125,63089,REAL THAI COCONUT MILK 400ML,1,200.64,23.01,11.47,SRI BAALAJI AGENCIES
14126,53846,ALSHABAB SHAVER,1,52.00,16.60,31.92,NOVELTY GIFT PALACE
14127,58202,KEY CHAIN RS.44,1,44.00,19.36,44.00,BAJAR ITEM
14128,23340,REAL THAL SWEET CHILLI SAUCE-230GMS,1,216.00,24.75,11.46,SRI BAALAJI AGENCIES
14129,61778,RECTANGLE COLOUR CAKE TRAY BIG,1,340.00,116.00,34.12,PARAMESHWARAN
14130,56750,KEY BOARD CLEAR BRUSH,1,17.70,5.90,33.33,KALASH NOVELTIES
14131,15859,KESH KING OIL 120ML,1,168.00,8.00,4.76,SANGESHWARA ENTREPRISES
14132,51534,KERLA FANCY VILAKU NO.11,1,985.00,329.80,33.48,MAHADEV METAL MART
14133,44263,KERLA FANCY DEEPAM NO.5,1,465.00,157.00,33.76,DHANLAKSHMI HANDICRAFT
14134,42924,KERLA FANCY DEEPAM NO.10,1,875.00,292.60,33.44,DHANLAKSHMI HANDICRAFT
14135,34333,KERCHIEF RS.6,1,6.00,2.45,40.83,SSCH BELT/CAP/SOCKS
14136,64946,RED LABLE 1KG,1,585.60,75.51,12.89,AMMAN ENTERPRISE
14137,63947,RED LABLE 1KG ZIP LOCK,1,519.00,44.33,8.54,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
14138,24641,KEO KARPIN HAIR OIL 300ML,1,144.00,8.00,5.56,KAVITHA ENTERPEISES
14139,46770,KENT HIGH GLOSSY PHITO PAPER,1,248.00,78.00,31.45,MURUGAN STORES
14140,6514,KELLOGG'S OATS -900GMS,1,95.04,6.84,7.20,MK ENTERPRISES
14141,49325,KELLOG'S HERSHEY'S CHOCOS,1,235.20,12.48,5.31,R.D.S.AGENCY
14142,64769,KEEPER 55,1,28.00,8.82,31.50,KARTHEESWARI TRADING CO
14143,25806,KC CONTAINER 2PCS SET,1,182.00,53.20,29.23,RAJ PLASTICS
14144,17262,KASHISH FANCY MIRROR SMALL,1,54.00,18.60,34.44,MEENAAKSHI ENTERPRISES
14145,20925,KARUVEPPILAI THYLAM 100ML,1,69.00,8.10,11.74,BAJAR ITEM
14146,61173,REGULAR BASIN NO.20,1,364.00,121.86,33.48,KARTHEESWARI TRADING CO
14147,15430,REGULATOR GAS,1,278.00,93.20,33.53,RADHA MARKETING
14148,284,KARTHIKA SHIKAKAI & HIBISCUS SHAMPOO 5ML,1,9.50,1.31,13.79,ANNAI ARUL SAKTHI & CO
14149,53537,REHTAKULI NO.3,1,242.00,80.72,33.36,DHANLAKSHMI HANDICRAFT
14150,W21479,RELY BASAN FANCY,1,110.00,32.00,29.09,MAHAVEER  SS
14151,56017,KARTHIKA SHAMPOO HAIR FALL 340ML,1,249.60,24.60,9.86,SANGESHWARA ENTREPRISES
